# WIMBA impedance
# columns: frequency[Hz]  Re(Z)[Ohm]  Im(Z)[Ohm]
 9.54771611e+08  0.00000000e+00 -2.09474180e-06
 9.71487431e+08  0.00000000e+00 -2.05869879e-06
 9.88495905e+08  0.00000000e+00 -2.02327596e-06
 1.00580216e+09  0.00000000e+00 -1.98846263e-06
 1.02341140e+09  0.00000000e+00 -1.95424831e-06
 1.04132894e+09  0.00000000e+00 -1.92062269e-06
 1.05956018e+09  0.00000000e+00 -1.88757566e-06
 1.07811060e+09  0.00000000e+00 -1.85509724e-06
 1.09698580e+09  0.00000000e+00 -1.82317766e-06
 1.11619146e+09  0.00000000e+00 -1.79180730e-06
 1.13573336e+09  0.00000000e+00 -1.76097672e-06
 1.15561739e+09  0.00000000e+00 -1.73067661e-06
 1.17584955e+09  0.00000000e+00 -1.70089787e-06
 1.19643593e+09  0.00000000e+00 -1.67163151e-06
 1.21738273e+09  0.00000000e+00 -1.64286872e-06
 1.23869625e+09  0.00000000e+00 -1.61460083e-06
 1.26038293e+09  0.00000000e+00 -1.58681933e-06
 1.28244929e+09  0.00000000e+00 -1.55951586e-06
 1.30490198e+09  0.00000000e+00 -1.53268217e-06
 1.32774776e+09  0.00000000e+00 -1.50631020e-06
 1.35099352e+09  0.00000000e+00 -1.48039200e-06
 1.37464626e+09  0.00000000e+00 -1.45491976e-06
 1.39871310e+09  0.00000000e+00 -1.42988580e-06
 1.42320130e+09  0.00000000e+00 -1.40528258e-06
 1.44811823e+09  0.00000000e+00 -1.38110270e-06
 1.47347139e+09  0.00000000e+00 -1.35733887e-06
 1.49926843e+09  0.00000000e+00 -1.33398393e-06
 1.52551712e+09  0.00000000e+00 -1.31103085e-06
 1.55222536e+09  0.00000000e+00 -1.28847270e-06
 1.57940120e+09  0.00000000e+00 -1.26630270e-06
 1.60705282e+09  0.00000000e+00 -1.24451417e-06
 1.63518856e+09  0.00000000e+00 -1.22310054e-06
 1.66381689e+09  0.00000000e+00 -1.20205536e-06
 1.69294643e+09  0.00000000e+00 -1.18137229e-06
 1.72258597e+09  0.00000000e+00 -1.16104510e-06
 1.75274442e+09  0.00000000e+00 -1.14106768e-06
 1.78343088e+09  0.00000000e+00 -1.12143399e-06
 1.81465458e+09  0.00000000e+00 -1.10213813e-06
 1.84642494e+09  0.00000000e+00 -1.08317428e-06
 1.87875153e+09  0.00000000e+00 -1.06453673e-06
 1.91164408e+09  0.00000000e+00 -1.04621986e-06
 1.94511249e+09  0.00000000e+00 -1.02821816e-06
 1.97916687e+09  0.00000000e+00 -1.01052621e-06
 2.01381745e+09  0.00000000e+00 -9.93138676e-07
 2.04907469e+09  0.00000000e+00 -9.76050317e-07
 2.08494920e+09  0.00000000e+00 -9.59255987e-07
 2.12145178e+09  0.00000000e+00 -9.42750627e-07
 2.15859345e+09  0.00000000e+00 -9.26529265e-07
 2.19638537e+09  0.00000000e+00 -9.10587015e-07
 2.23483895e+09  0.00000000e+00 -8.94919074e-07
 2.27396575e+09  0.00000000e+00 -8.79520722e-07
 2.31377758e+09  0.00000000e+00 -8.64387320e-07
 2.35428641e+09  0.00000000e+00 -8.49514311e-07
 2.39550447e+09  0.00000000e+00 -8.34897212e-07
 2.43744415e+09  0.00000000e+00 -8.20531621e-07
 2.48011810e+09  0.00000000e+00 -8.06413211e-07
 2.52353917e+09  0.00000000e+00 -7.92537728e-07
 2.56772044e+09  0.00000000e+00 -7.78900992e-07
 2.61267523e+09  0.00000000e+00 -7.65498896e-07
 2.65841706e+09  0.00000000e+00 -7.52327401e-07
 2.70495973e+09  0.00000000e+00 -7.39382541e-07
 2.75231725e+09  0.00000000e+00 -7.26660416e-07
 2.80050389e+09  0.00000000e+00 -7.14157193e-07
 2.84953417e+09  0.00000000e+00 -7.01869106e-07
 2.89942285e+09  0.00000000e+00 -6.89792452e-07
 2.95018497e+09  0.00000000e+00 -6.77923595e-07
 3.00183581e+09  0.00000000e+00 -6.66258958e-07
 3.05439094e+09  0.00000000e+00 -6.54795027e-07
 3.10786619e+09  0.00000000e+00 -6.43528350e-07
 3.16227766e+09  0.00000000e+00 -6.32455532e-07
