# WIMBA impedance
# columns: frequency[Hz]  Re(Z)[Ohm]  Im(Z)[Ohm]
 1.91164408e+09  3.83074280e-02 -1.75059821e+02
 1.94511249e+09  3.68851732e-02 -1.71779327e+02
 1.97916687e+09  3.55196699e-02 -1.68569673e+02
 2.01381745e+09  3.42083786e-02 -1.65428842e+02
 2.04907469e+09  3.29488922e-02 -1.62354897e+02
 2.08494920e+09  3.17389281e-02 -1.59345980e+02
 2.12145178e+09  3.05763205e-02 -1.56400305e+02
 2.15859345e+09  2.94590132e-02 -1.53516154e+02
 2.19638537e+09  2.83850532e-02 -1.50691877e+02
 2.23483895e+09  2.73525845e-02 -1.47925883e+02
 2.27396575e+09  2.63598427e-02 -1.45216643e+02
 2.31377758e+09  2.54051491e-02 -1.42562683e+02
 2.35428641e+09  2.44869065e-02 -1.39962583e+02
 2.39550447e+09  2.36035941e-02 -1.37414973e+02
 2.43744415e+09  2.27537632e-02 -1.34918531e+02
 2.48011810e+09  2.19360336e-02 -1.32471983e+02
 2.52353917e+09  2.11490893e-02 -1.30074098e+02
 2.56772044e+09  2.03916756e-02 -1.27723686e+02
 2.61267523e+09  1.96625950e-02 -1.25419598e+02
 2.65841706e+09  1.89607051e-02 -1.23160723e+02
 2.70495973e+09  1.82849147e-02 -1.20945986e+02
 2.75231725e+09  1.76341820e-02 -1.18774346e+02
 2.80050389e+09  1.70075115e-02 -1.16644798e+02
 2.84953417e+09  1.64039516e-02 -1.14556366e+02
 2.89942285e+09  1.58225926e-02 -1.12508106e+02
 2.95018497e+09  1.52625647e-02 -1.10499102e+02
 3.00183581e+09  1.47230355e-02 -1.08528467e+02
 3.05439094e+09  1.42032085e-02 -1.06595340e+02
 3.10786619e+09  1.37023214e-02 -1.04698887e+02
 3.16227766e+09  1.32196442e-02 -1.02838296e+02
